,IELTS_R,IELTS_L,IELTS_S,IELTS_W,IELTS_Z
62933,0,0,0,0,0
62934,0,0,0,0,0
62935,0,0,0,0,0
62936,0,0,0,0,0
62937,0,0,0,0,0
62938,0,0,0,0,0
62939,0,0,0,0,0
62940,8,8,7,6.5,7
62941,0,0,0,0,0
62942,0,0,0,0,0
62943,6.5,7,6,6,5.5
62944,6.5,7,6,6,5.5
62945,0,0,0,0,0
62946,0,0,0,0,0
62947,0,0,0,0,0
62948,0,0,0,0,0
62949,0,0,0,0,0
62950,0,0,0,0,0
62951,0,0,0,0,0
62952,0,0,0,0,0
62953,8.5,7,6,6,7
62954,0,0,0,0,0
62955,0,0,0,0,0
62956,8,9,8.5,6,7.5
62957,0,0,0,0,0
62958,0,0,0,0,0
62959,0,0,0,0,0
62960,7.5,7,6,5.5,6.5
62961,0,0,0,0,7.5
62962,7.5,8,7,6,7
62963,7.5,8,7,6,7
62964,7.5,8,7,6,7
62965,7.5,8,7,6,7
62966,7.5,8,7,6,7
62967,7.5,8,7,6,7
62968,0,0,0,0,0
62969,8,7.5,6.5,6.5,7
62970,8,7.5,6.5,6.5,7
62971,0,0,0,0,0
62972,7.5,6.5,6,6,6.5
62973,0,0,0,0,0
62974,0,0,0,0,6.5
62975,0,0,0,0,0
62976,7,7.5,6.5,6,7
62977,9,8.5,8,6,7.5
62978,9,8.5,8,6,7.5
62979,9,7.5,6.5,7,7.5
62980,9,7.5,6.5,7,7.5
62981,7,7,6,6,6.5
62982,0,0,0,0,0
62983,0,0,0,0,0
62984,6.5,7.5,6,5.5,6.5
62985,6.5,7.5,6,5.5,6.5
62986,7.5,8.5,7.5,6.5,7
62987,8.5,9,8.5,7,7.5
62988,8,7.5,6.5,6,7
62989,8,7.5,6.5,6,7
62990,8,7.5,6.5,6,7
62991,8,7.5,6.5,6,7
62992,8.5,8,7,6,7.5
62993,6,6,5.5,5.5,5
62994,6,6,5.5,5.5,5
62995,6,6,5.5,5.5,5
62996,0,0,0,0,0
62997,0,0,0,0,0
62998,7,5.5,5,6,6
62999,7,7,6,6.5,7
63000,0,0,0,0,0
63001,8,7,6,6,7
63002,8,7,6,6,7
63003,6.5,7,6,5,5.5
63004,6.5,7,6,5,5.5
63005,7.5,7.5,6.5,6,7
63006,8,8,7,6.5,7.5
63007,6.5,6.5,5.5,5.5,6
63008,6.5,6.5,5.5,5.5,6
63009,7.5,7.5,6.5,6,7
63010,0,0,0,0,0
63011,8.5,9,8.5,6,7.5
63012,7.5,8,7,6,7
63013,7.5,7.5,6.5,6,7
63014,7.5,7.5,6.5,6,7
63015,7.5,7.5,6.5,6,7
63016,7.5,7.5,6.5,6,7
63017,7.5,7.5,6.5,6,7
63018,7.5,7.5,6.5,6,7
63019,7.5,7.5,6.5,6,7
63020,0,0,0,0,0
63021,0,0,0,0,0
63022,0,0,0,0,0
63023,0,0,0,0,0
63024,9,8.5,8,6,7.5
63025,8.5,9,8.5,6.5,8
63026,8.5,9,8.5,6.5,8
63027,0,0,0,0,0
63028,0,0,0,0,0
63029,7,6.5,6,5.5,6.5
63030,7.5,6.5,6,6,6.5
63031,7.5,6.5,6,6,6.5
63032,0,0,0,0,6.5
63033,0,0,0,0,6.5
63034,6.5,6,5.5,6.5,6.5
63035,6.5,6,5.5,6.5,6.5
63036,0,0,0,0,0
63037,0,0,0,0,0
63038,8.5,6.5,6,5.5,6.5
63039,0,0,0,0,0
63040,7.5,7,6,6,6.5
63041,8.5,7,6,6,7
63042,8.5,7,6,6,7
63043,7,7.5,6.5,6.5,6
63044,5.5,6,5.5,6,6
63045,0,0,0,0,0
63046,0,0,0,0,0
63047,0,0,0,0,0
63048,0,0,0,0,0
63049,8,7.5,6.5,6.5,7
63050,0,0,0,0,0
63051,0,0,0,0,0
63052,8.5,8,7,6,7
63053,0,0,0,0,0
63054,7,8,7,6,6.5
63055,0,0,0,0,0
63056,0,0,0,0,0
63057,0,0,0,0,0
63058,0,0,0,0,0
63059,7.5,0,0,0,0
63060,7.5,0,0,0,0
63061,6.5,6.5,5.5,5.5,6
63062,0,0,0,0,6.5
63063,0,0,0,0,0
63064,0,0,0,0,0
63065,7.5,7,6,5.5,6.5
63066,7.5,7,6,5.5,6.5
63067,7.5,7,6,5.5,6.5
63068,0,0,0,0,0
63069,7,5.5,5,5.5,6
63070,7,5.5,5,5.5,6
63071,7,7.5,6.5,6,6
63072,7,7.5,6.5,6,6
63073,8.5,7.5,6.5,6.5,7
63074,8.5,7.5,6.5,7,7.5
63075,7,7.5,6.5,6,6
63076,8.5,8.5,8,6.5,7.5
63077,8.5,8,7,7,7.5
63078,8.5,8,7,7,7.5
63079,7.5,8,7,6.5,7
63080,7.5,8,7,6.5,7
63081,0,0,0,0,0
63082,0,0,0,0,0
63083,0,0,0,0,0
63084,7.5,8.5,7.5,6.5,6.5
63085,0,0,0,0,0
63086,6,6.5,5.5,7,6
63087,0,0,0,0,0
63088,8,9,8.5,6,7.5
63089,6.5,7.5,6,6,6.5
63090,6.5,7.5,6,6,6.5
63091,0,0,0,0,0
63092,7.5,8,7,6.5,6.5
63093,7.5,8,7,6.5,6.5
63094,7.5,8.5,7.5,7,6
63095,8.5,7,6,6.5,7
63096,0,0,0,0,0
63097,0,0,0,0,0
63098,0,0,0,0,0
63099,0,0,0,0,0
63100,0,0,0,0,0
63101,7,5.5,5,5.5,6
63102,7,7,6,6,6.5
63103,0,0,0,0,0
63104,7.5,5.5,5,6.5,6.5
63105,8.5,7.5,6.5,6.5,7
63106,0,0,0,0,0
63107,8.5,7.5,6.5,6,7
63108,0,0,0,0,0
63109,0,0,0,0,0
63110,0,0,0,0,0
63111,0,0,0,0,0
63112,8,6.5,6,5.5,6.5
63113,8,6.5,6,5.5,6.5
63114,0,0,0,0,0
63115,0,0,0,0,0
63116,0,0,0,0,0
63117,0,0,0,0,0
63118,0,0,0,0,0
63119,0,0,0,0,0
63120,0,0,0,0,0
63121,0,0,0,0,0
63122,6.5,6,5.5,6.5,6.5
63123,6.5,6,5.5,6.5,6.5
63124,6.5,6,5.5,6.5,6.5
63125,0,0,0,0,0
63126,0,0,0,0,0
63127,8,8.5,7.5,6,7
63128,6.5,6.5,5.5,6,6.5
63129,0,0,0,0,0
63130,0,0,0,0,0
63131,0,0,0,0,0
63132,0,0,0,0,7
63133,0,0,0,0,0
63134,0,0,0,0,0
63135,0,0,0,0,0
63136,0,0,0,0,0
63137,0,0,0,0,0
63138,0,0,0,0,0
63139,8,8,7,6,7.5
63140,8,8,7,6,7.5
63141,8,8,7,6,7.5
63142,8,8,7,6,7.5
63143,7.5,7.5,6.5,6,7
63144,9,9,9,7,8
63145,0,0,0,0,0
63146,8.5,9,8.5,6,0
63147,8.5,9,8.5,6,0
63148,8.5,9,8.5,6,0
63149,8.5,9,8.5,6,0
63150,8.5,9,8.5,6,0
63151,8.5,9,8.5,6,0
63152,0,0,0,0,0
63153,0,0,0,0,0
63154,7,8.5,7.5,6,7
63155,9,8.5,8,6,7.5
63156,0,0,0,0,0
63157,0,0,0,0,0
63158,0,0,0,0,0
63159,0,0,0,0,0
63160,0,0,0,0,0
63161,0,0,0,0,0
63162,0,0,0,0,0
63163,0,0,0,0,0
63164,0,0,0,0,7.5
63165,0,0,0,0,0
63166,0,0,0,0,0
63167,7.5,8.5,7.5,7,7.5
63168,0,0,0,0,0
63169,0,0,0,0,0
63170,0,0,0,0,6.5
63171,0,0,0,0,6.5
63172,0,0,0,0,0
63173,6.5,6.5,5.5,5.5,6
63174,6.5,6.5,5.5,5.5,6
63175,7.5,8.5,7.5,6,7
63176,8.5,7,6,6,7
63177,0,0,0,0,0
63178,0,0,0,0,0
63179,8,8,7,7,7.5
63180,0,0,0,0,0
63181,0,0,0,0,0
63182,0,0,0,0,0
63183,8.5,9,8.5,7,8
63184,0,0,0,0,0
63185,0,0,0,0,0
63186,0,0,0,0,0
63187,6.5,7.5,6,5.5,6.5
63188,6.5,7.5,6,5.5,6.5
63189,6.5,7.5,6,5.5,6.5
63190,6.5,7.5,6,5.5,6.5
63191,6.5,7.5,6,5.5,6.5
63192,6.5,7.5,6,5.5,6.5
63193,7,6.5,6,6,6.5
63194,0,0,0,0,0
63195,0,0,0,0,0
63196,7.5,8.5,7.5,6,7
63197,7.5,8.5,7.5,6,7
63198,7,7,6,6.5,6.5
63199,0,0,0,0,6.5
63200,0,0,0,0,6.5
63201,0,0,0,0,6.5
63202,0,0,0,0,0
63203,0,0,0,0,7
63204,0,0,0,0,0
63205,0,0,0,0,0
63206,8.5,8.5,8,6,7.5
63207,0,0,0,0,0
63208,0,0,0,0,0
63209,0,0,0,0,0
63210,0,0,0,0,0
63211,0,0,0,0,0
63212,7,6.5,6,6,6.5
63213,0,0,0,0,0
63214,7.5,6.5,6,5.5,6.5
63215,8.5,7.5,6.5,5.5,7
63216,7,7,6,6,6.5
63217,0,0,0,0,0
63218,0,0,0,0,0
63219,7.5,8.5,7.5,6,6
63220,0,0,0,0,0
63221,7.5,7.5,6.5,6,7
63222,7.5,7.5,6.5,6,7
63223,0,0,0,0,0
63224,0,0,0,0,0
63225,0,0,0,0,0
63226,0,0,0,0,0
63227,8.5,8.5,8,6,7.5
63228,0,0,0,0,0
63229,0,0,0,0,0
63230,8,8.5,7.5,6,7.5
63231,0,0,0,0,0
63232,8.5,8.5,8,6,7.5
63233,0,0,0,0,0
63234,0,0,0,0,0
63235,0,0,0,0,0
63236,0,0,0,0,0
63237,0,0,0,0,0
63238,0,0,0,0,7
63239,7.5,7.5,6.5,6,7
63240,0,0,0,0,7.5
63241,0,0,0,0,0
63242,0,0,0,0,0
63243,0,0,0,0,0
63244,0,0,0,0,0
63245,0,0,0,0,0
63246,0,0,0,0,6.5
63247,0,0,0,0,0
63248,0,0,0,0,0
63249,8.5,8.5,8,6.5,7.5
63250,8.5,8.5,8,6.5,7.5
63251,8,6.5,6,6,7
63252,7,7,6,6,6
63253,0,0,0,0,0
63254,0,0,0,0,0
63255,0,0,0,0,0
63256,0,0,0,0,0
63257,0,0,0,0,0
63258,8,8.5,7.5,6.5,7.5
63259,7.5,7.5,6.5,6,7
63260,7.5,7.5,6.5,6,7
63261,8.5,8.5,8,6,7.5
63262,0,0,0,0,0
63263,0,0,0,0,0
63264,0,0,0,0,0
63265,0,0,0,0,0
63266,0,0,0,0,0
63267,0,0,0,0,0
63268,0,0,0,0,0
63269,7,7.5,6.5,6,7
63270,7.5,6.5,6,6.5,6.5
63271,8,8,7,6.5,7
63272,0,0,0,0,0
63273,0,0,0,0,0
63274,8,6.5,6,6,7
63275,0,0,0,0,0
63276,0,0,0,0,0
63277,0,0,0,0,0
63278,0,0,0,0,0
63279,0,0,0,0,0
63280,0,0,0,0,0
63281,8,6.5,6,6,6.5
63282,7.5,8,7,5.5,6.5
63283,0,0,0,0,0
63284,0,0,0,0,6.5
63285,0,0,0,0,0
63286,0,0,0,0,0
63287,6.5,6,5.5,5.5,6
63288,0,0,0,0,0
63289,6.5,6,5.5,5.5,6
63290,7,8,7,6.5,7
63291,7,8,7,6.5,7
63292,6.5,6,5.5,5.5,6
63293,8,8,7,6.5,7
63294,6.5,7.5,6,6,6.5
63295,6.5,7.5,6,6,6.5
63296,6.5,7.5,6,6,6.5
63297,6.5,7.5,6,6,6.5
63298,0,0,0,0,0
63299,0,0,0,0,0
63300,8.5,7,6,6,7
63301,8.5,7,6,6,7
63302,0,0,0,0,6.5
63303,7,7,6,6,6.5
63304,0,0,0,0,6.5
63305,7.5,7.5,6.5,5.5,7
63306,7.5,7.5,6.5,5.5,7
63307,7.5,7.5,6.5,5.5,7
63308,8.5,8,7,6,7
63309,7.5,8,7,6,7
63310,7.5,8,7,6,7
63311,6.5,6.5,5.5,5.5,6.5
63312,0,0,0,0,0
63313,7.5,8.5,7.5,6,7
63314,7.5,8.5,7.5,6,7
63315,7.5,8.5,7.5,6,7
63316,0,0,0,0,0
63317,7.5,8.5,7.5,6,7
63318,0,0,0,0,0
63319,0,0,0,0,0
63320,0,0,0,0,0
63321,0,0,0,0,0
63322,7,7.5,6.5,6,6.5
63323,7,7.5,6.5,6,6.5
63324,7.5,7,6,5.5,6.5
63325,8.5,7.5,6.5,6,7
63326,8.5,6.5,6,6,6.5
63327,8.5,6.5,6,6,6.5
63328,8.5,6.5,6,6,6.5
63329,8.5,6.5,6,6,6.5
63330,8.5,6.5,6,6,6.5
63331,8.5,6.5,6,6,6.5
63332,8.5,6.5,6,6,6.5
63333,8.5,6.5,6,6,6.5
63334,8.5,6.5,6,6,6.5
63335,7.5,7.5,6.5,7.5,6
63336,8.5,7.5,6.5,6,7
63337,8.5,7.5,6.5,6,7
63338,6,8,6.5,6,6.5
63339,6,8,6.5,6,6.5
63340,6,8,6.5,6,6.5
63341,6.5,6.5,5.5,5.5,6.5
63342,6.5,6.5,5.5,5.5,6.5
63343,0,0,0,0,0
63344,0,0,0,0,0
63345,7.5,7.5,6.5,6.5,7
63346,7.5,6.5,6,6,6.5
63347,6,7.5,6,6,6.5
63348,6.5,5.5,5,6,6
63349,0,0,0,0,0
63350,0,0,0,0,0
63351,0,0,0,0,0
63352,7.5,8.5,7.5,6.5,6.5
63353,0,0,0,0,0
63354,0,0,0,0,0
63355,0,0,0,0,0
63356,7.5,6.5,6,6,6.5
63357,7.5,6.5,6,6,6.5
63358,0,0,0,0,7.5
63359,0,0,0,0,7.5
63360,8,7.5,6.5,6,7
63361,8,7.5,6.5,6,7
63362,7.5,7,6,6,6.5
63363,7,6,5.5,8,8
63364,8.5,8,7,6,7.5
63365,8.5,8,7,6,7.5
63366,7,0,0,0,0
63367,0,0,0,0,0
63368,0,0,0,0,0
63369,7,7.5,6.5,6,6.5
63370,8.5,8.5,8,6.5,7.5
63371,8.5,8.5,8,6.5,7.5
63372,0,0,0,0,0
63373,6.5,6,5.5,6,6
63374,0,0,0,0,7
63375,0,0,0,0,0
63376,0,0,0,0,0
63377,0,0,0,0,0
63378,8,7.5,6.5,6,7
63379,0,0,0,0,6.5
63380,6,8,6.5,5.5,6.5
63381,0,0,0,0,6.5
63382,0,0,0,0,0
63383,0,0,0,0,0
63384,0,0,0,0,0
63385,7,7,6,6,6.5
63386,0,0,0,0,7
63387,0,0,0,0,0
63388,8.5,7,6,6,7
63389,0,0,0,0,0
63390,0,0,0,0,0
63391,8.5,8,7,6.5,7
63392,8.5,8,7,6.5,7
63393,6.5,7,6,6,6
63394,0,0,0,0,0
63395,6.5,0,0,6.5,0
63396,7.5,6.5,6,6,6.5
63397,0,0,0,0,0
63398,0,0,0,0,7
63399,0,0,0,0,0
63400,0,0,0,0,6.5
63401,0,0,0,0,0
63402,0,0,0,0,0
63403,6.5,9,8.5,6,7
63404,6.5,9,8.5,6,7
63405,8,7,6,6.5,7
63406,8,7,6,6.5,7
63407,6.5,7,6,6,6.5
63408,7,6,5.5,8,8
63409,7,6,5.5,8,8
63410,8,7,6,6,7
63411,0,0,0,0,0
63412,0,0,0,0,0
63413,0,0,0,0,0
63414,7.5,6,5.5,6,6.5
63415,7.5,6,5.5,6,6.5
63416,6,6.5,5.5,5.5,6
63417,6.5,7.5,6,5.5,6.5
63418,0,0,0,0,0
63419,0,0,0,0,0
63420,8,6,5.5,6,6.5
63421,8,6,5.5,6,6.5
63422,8,6,5.5,6,6.5
63423,0,0,0,0,0
63424,0,0,0,0,0
63425,0,0,0,0,0
63426,8,7,6,6,7
63427,8,7,6,6,7
63428,0,0,0,0,0
63429,0,0,0,0,0
63430,0,0,0,0,0
63431,8.5,8,7,6,7
63432,0,0,0,0,6
63433,0,0,0,0,6
63434,0,0,0,0,6
63435,0,0,0,0,6
63436,0,0,0,0,6
63437,0,0,0,0,6
63438,0,0,0,0,6
63439,0,0,0,0,0
63440,7.5,6,5.5,7.5,6.5
63441,6.5,6,5.5,6.5,6
63442,7.5,6.5,6,5.5,6.5
63443,8,7,6,6,6.5
63444,8,7,6,6,6.5
63445,7,7.5,6.5,6,6
63446,0,0,0,0,0
63447,7,8,7,6,6
63448,7,0,0,0,0
63449,0,0,0,0,0
63450,0,0,0,0,0
63451,7,9,8.5,6,7
63452,7,6.5,6,6,6.5
63453,0,0,0,0,0
63454,8,7.5,6.5,6.5,7.5
63455,0,0,0,0,0
63456,0,0,0,0,0
63457,7,6.5,6,6,6.5
63458,6.5,0,0,0,0
63459,0,0,0,0,7
63460,0,0,0,0,0
63461,0,0,0,0,0
63462,0,0,0,0,7
63463,7,8,7,6.5,7
63464,0,0,0,0,0
63465,7.5,9,8.5,6,7
63466,0,0,0,0,0
63467,0,0,0,0,0
63468,6.5,7,6,6.5,5.5
63469,0,0,0,0,0
63470,7,8,7,5.5,6.5
63471,0,0,0,0,0
63472,0,0,0,0,0
63473,0,0,0,0,0
63474,0,0,0,0,6
63475,8,7,6,7,7
63476,7,6,5.5,6,6.5
63477,7,6,5.5,6,6.5
63478,7,6,5.5,6,6.5
63479,7,6,5.5,6,6.5
63480,0,0,0,0,0
63481,8.5,6.5,6,6.5,7
63482,0,0,0,0,0
63483,0,0,0,0,0
63484,8.5,7,6,6,7
63485,8.5,7,6,6,7
63486,8.5,7,6,6,7
63487,8.5,7,6,6,7
63488,8.5,7,6,6,7
63489,8.5,8.5,8,6.5,7.5
63490,8,6,5.5,6.5,6.5
63491,8,6,5.5,6.5,6.5
63492,8,6,5.5,6.5,6.5
63493,7,6.5,6,6,6.5
63494,7,6.5,6,6,6.5
63495,7,6.5,6,6,6.5
63496,7,6.5,6,6,6.5
63497,0,0,0,0,6.5
63498,0,0,0,0,6.5
63499,0,0,0,0,0
63500,0,0,0,0,7
63501,7,8.5,7.5,5.5,7
63502,0,0,0,0,0
63503,6.5,8,6.5,6.5,7
63504,6.5,8,6.5,6.5,7
63505,6.5,8,6.5,6.5,7
63506,6.5,8,6.5,6.5,7
63507,6.5,8,6.5,6.5,7
63508,0,0,0,0,0
63509,7.5,7.5,6.5,6,7
63510,0,0,0,0,0
63511,0,0,0,0,0
63512,8.5,6.5,6,6,7
63513,8.5,6.5,6,6,7
63514,8.5,6.5,6,6,7
63515,6.5,8,6.5,6.5,6.5
63516,6.5,8,6.5,6.5,6.5
63517,7,0,0,0,0
63518,0,0,0,0,0
63519,6.5,6,5.5,6.5,6.5
63520,6.5,6,5.5,6.5,6.5
63521,0,0,0,0,0
63522,0,0,0,0,0
63523,0,0,0,0,0
63524,0,0,0,0,0
63525,0,0,0,0,6
63526,7.5,8.5,7.5,6,7
63527,7.5,8.5,7.5,6,7
63528,7.5,7.5,6.5,5.5,7
63529,7.5,7.5,6.5,5.5,7
63530,7.5,7.5,6.5,5.5,7
63531,0,0,0,0,6.5
63532,0,0,0,0,0
63533,0,0,0,0,0
63534,0,0,0,0,0
63535,0,0,0,0,0
63536,8,7,6,6,7
63537,0,0,0,0,0
63538,6.5,6.5,5.5,6,6.5
63539,8,7.5,6.5,6,7
63540,8.5,6,5.5,5.5,6.5
63541,8.5,6,5.5,5.5,6.5
63542,0,0,0,0,0
63543,0,0,0,0,0
63544,0,0,0,0,0
63545,0,0,0,0,0
63546,0,0,0,0,0
63547,0,0,0,0,0
63548,6.5,7,6,5.5,6
63549,6.5,7,6,5.5,6
63550,0,0,0,0,7
63551,6.5,7,6,5.5,5.5
63552,7,6.5,6,6,6.5
63553,8,8,7,6,7
63554,8,8,7,6,7
63555,6.5,6.5,5.5,5.5,5.5
63556,0,0,0,0,0
63557,0,0,0,0,0
63558,0,0,0,0,0
63559,0,0,0,0,0
63560,7.5,7,6,6.5,7
63561,7.5,7,6,6.5,7
63562,7.5,7,6,6.5,7
63563,0,0,0,0,0
63564,0,0,0,0,6
63565,0,0,0,0,0
63566,8.5,6,5.5,6,7
63567,8.5,6,5.5,6,7
63568,8.5,6,5.5,6,7
63569,8.5,6,5.5,6,7
63570,8.5,6,5.5,6,7
63571,8.5,6,5.5,6,7
63572,8.5,6,5.5,6,7
63573,8.5,6,5.5,6,7
63574,0,0,0,0,7
63575,7,6.5,6,6.5,6.5
63576,7,6.5,6,6.5,6.5
63577,0,0,0,0,0
63578,0,0,0,0,0
63579,0,0,0,0,0
63580,6.5,7.5,6,6,6.5
63581,6.5,7.5,6,6,5.5
63582,6.5,7.5,6,6,5.5
63583,6.5,8,6.5,5.5,6.5
63584,7.5,6.5,6,6,6.5
63585,8.5,8.5,8,6,7.5
63586,8.5,8.5,8,6,7.5
63587,0,0,0,0,0
63588,0,0,0,0,0
63589,0,0,0,0,0
63590,0,0,0,0,0
63591,0,0,0,0,0
63592,0,0,0,0,0
63593,0,0,0,0,0
63594,0,0,0,0,0
63595,0,0,0,0,0
63596,0,0,0,0,0
63597,7,6.5,6,6.5,6.5
63598,7,6.5,6,6.5,6.5
63599,7,6.5,6,6.5,6.5
63600,7.5,7.5,6.5,6.5,7
63601,7.5,7.5,6.5,6.5,7
63602,0,0,0,0,0
63603,0,0,0,0,0
63604,6.5,7.5,6,6,6
63605,0,0,0,0,7
63606,0,0,0,0,7
63607,8.5,9,8.5,7,7.5
63608,0,0,0,0,0
63609,7.5,8,7,6,7
63610,8.5,5.5,5.5,5.5,6.5
63611,0,0,0,0,0
63612,7.5,6.5,6,6,6.5
63613,7.5,6.5,6,6,6.5
63614,7.5,6.5,6,6,6.5
63615,7.5,6.5,6,6,6.5
63616,7.5,6.5,6,6,6.5
63617,0,0,0,0,0
63618,8,8,7,6,7
63619,0,0,0,0,6.5
63620,6.5,6.5,5.5,6.5,6.5
63621,9,9,9,7.5,8
63622,7,7,6,6,6.5
63623,7,6,5.5,5,6
63624,0,0,0,0,0
63625,0,0,0,0,0
63626,0,0,0,0,0
63627,0,0,0,0,0
63628,0,0,0,0,0
63629,0,0,0,0,0
63630,0,0,0,0,6.5
63631,0,0,0,0,6.5
63632,0,0,0,0,0
63633,8,8.5,7.5,7,7.5
63634,0,0,0,0,0
63635,6.5,7,6,5.5,6.5
63636,6.5,7,6,5.5,6.5
63637,6.5,7,6,5.5,6
63638,0,0,0,0,0
63639,0,0,0,0,0
63640,7.5,7.5,6.5,5.5,6.5
63641,0,0,0,0,0
63642,6.5,6,5.5,6.5,6.5
63643,6.5,7,6,5.5,6.5
63644,0,0,0,0,0
63645,0,0,0,0,0
63646,0,0,0,0,0
63647,0,0,0,0,0
63648,0,0,0,0,0
63649,7.5,7,6,6,6.5
63650,0,0,0,0,0
63651,0,0,0,0,0
63652,7.5,7,6,5.5,6.5
63653,0,0,0,0,0
63654,0,0,0,0,7
63655,7.5,6.5,6,6,6.5
63656,8.5,8,7,6.5,7.5
63657,7.5,8.5,7.5,6.5,6.5
63658,7.5,8.5,7.5,6.5,6.5
63659,7.5,8.5,7.5,6.5,6.5
63660,7.5,8.5,7.5,6.5,6.5
63661,7.5,8.5,7.5,6,7
63662,0,0,0,0,0
63663,0,0,0,0,0
63664,8,8,7,6.5,7.5
63665,8,8,7,6.5,7.5
63666,8,8,7,6.5,7.5
63667,8,8,7,6.5,7.5
63668,0,0,0,0,0
63669,8.5,8.5,8,6,0
63670,7,7.5,6.5,5.5,5.5
63671,8,7,6,6,7
63672,8,7,6,6,7
63673,8,7,6,6,7
63674,8,7,6,6,7
63675,8,7,6,6,7
63676,7.5,8.5,7.5,6,7
63677,0,0,0,0,7
63678,7,6.5,6,6.5,6.5
63679,7,6.5,6,6.5,6.5
63680,0,0,0,0,0
63681,0,0,0,0,0
63682,0,0,0,0,0
63683,0,0,0,0,0
63684,0,0,0,0,0
63685,7,7.5,6.5,6,6
63686,8.5,8,7,6.5,7.5
63687,0,0,0,0,0
63688,0,0,0,0,0
63689,7,6.5,6,6.5,6.5
63690,7,6.5,6,6.5,6.5
63691,7,6.5,6,6.5,6.5
63692,7,6.5,6,6.5,6.5
63693,0,0,0,0,0
63694,7.5,8.5,7.5,6.5,6
63695,8.5,7,6,6.5,7
63696,6.5,7,6,6.5,6.5
63697,6.5,8,6.5,5.5,6.5
63698,0,0,0,0,0
63699,6.5,7,6,6,6
63700,0,0,0,0,0
63701,0,0,0,0,0
63702,9,8.5,8,6,7.5
63703,0,0,0,0,0
63704,0,0,0,0,0
63705,0,0,0,0,0
63706,0,0,0,0,0
63707,7,7.5,6.5,5.5,6
63708,8.5,8.5,8,7,7.5
63709,7,5.5,5,5,6
63710,0,0,0,0,7
63711,7.5,6,5.5,6,6.5
63712,0,0,0,0,0
63713,6.5,7,6,6.5,6
63714,6.5,7,6,6.5,6
63715,0,0,0,0,0
63716,8.5,7,6,6.5,7
63717,7.5,6,5.5,6,6.5
63718,7.5,6,5.5,6,6.5
63719,0,0,0,0,6.5
63720,0,0,0,0,6.5
63721,8.5,8.5,8,6,7.5
63722,8.5,8.5,8,6,7.5
63723,7.5,7,6,5.5,6.5
63724,6.5,8,6.5,6,5.5
63725,7,6,5.5,8,8
63726,7.5,6,5.5,6,6.5
63727,0,0,0,0,0
63728,0,0,0,0,0
63729,0,0,0,0,0
63730,0,0,0,0,0
63731,6.5,6,5.5,6,6.5
63732,6.5,6,5.5,6,6.5
63733,0,0,0,0,0
63734,0,0,0,0,0
63735,7.5,7.5,6.5,5.5,7
63736,7,0,0,0,0
63737,7,7.5,6.5,6,6
63738,0,0,0,0,0
63739,8,7.5,6.5,7.5,7.5
63740,8,7.5,6.5,7.5,7.5
63741,0,0,0,0,0
63742,7.5,7,6,6,6.5
63743,7.5,7,6,6,6.5
63744,7.5,7,6,6,6.5
63745,8.5,6,5.5,6,7
63746,0,0,0,0,6.5
63747,0,0,0,0,0
63748,7,6.5,6,6,6.5
63749,0,0,0,0,0
63750,8,6.5,6,5,6.5
63751,6.5,7.5,6,5.5,6.5
63752,6.5,7.5,6,6,6.5
63753,0,0,0,0,0
63754,0,0,0,0,0
63755,0,0,0,0,0
63756,0,0,0,0,0
63757,0,0,0,0,0
63758,0,0,0,0,0
63759,0,0,0,0,0
63760,0,0,0,0,0
63761,0,0,0,0,0
63762,0,0,0,0,0
63763,0,0,0,0,0
63764,0,0,0,0,0
63765,8.5,8.5,8,6,7.5
63766,7,7.5,6.5,6,6
63767,7,7.5,6.5,6,6
63768,8.5,8,7,7,7.5
63769,0,0,0,0,0
63770,0,0,0,0,0
63771,0,0,0,0,0
63772,7,7.5,6.5,6.5,6
63773,7,8,7,6,7
63774,6.5,0,0,0,0
63775,0,0,0,0,0
63776,7,6.5,6,6,6.5
63777,0,0,0,0,7.5
63778,0,0,0,0,0
63779,7,7,6,6,6.5
63780,6.5,7,6,5.5,6.5
63781,6.5,7,6,5.5,6.5
63782,7,7,6,6,6
63783,0,0,0,0,0
63784,7,8,7,7,6
63785,0,0,0,0,0
63786,8,8,7,6,0
63787,8,8,7,6,0
63788,8,8,7,6,0
63789,8,8,7,6,0
63790,8,8,7,6,0
63791,7.5,8.5,7.5,6,7
63792,7.5,8.5,7.5,6,7
63793,8,8,7,6,7
63794,7.5,6.5,6,5.5,6.5
63795,0,0,0,0,0
63796,0,0,0,0,0
63797,0,0,0,0,0
63798,8.5,7,6,6,7
63799,8.5,7,6,6,7
63800,0,0,0,0,0
63801,7,8,7,6.5,7
63802,0,0,0,0,0
63803,0,0,0,0,0
63804,0,0,0,0,6.5
63805,7.5,8.5,7.5,6,7
63806,6.5,6.5,5.5,6,6
63807,7.5,7.5,6.5,6.5,6.5
63808,0,0,0,0,6.5
63809,8.5,8.5,8,6.5,7.5
63810,0,0,0,0,0
63811,7.5,7.5,6.5,7.5,7
63812,8,7.5,6.5,6,7
63813,8.5,7.5,6.5,6.5,7.5
63814,0,0,0,0,0
63815,6.5,8,6.5,6,5.5
63816,0,0,0,0,7.5
63817,0,0,0,0,0
63818,0,0,0,0,0
63819,0,0,0,0,0
63820,0,0,0,0,0
63821,0,0,0,0,0
63822,0,0,0,0,0
63823,0,0,0,0,0
63824,0,0,0,0,0
